Id,District Name,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
2017S000290    ,Sants-Montjuïc,Thursday,January,12,12,Morning,1,0,1,3
2017S003356    ,Sants-Montjuïc,Thursday,April,13,7,Morning,1,0,1,2
2017S004539    ,Sants-Montjuïc,Monday,May,22,19,Afternoon,1,0,1,2
2017S006271    ,Sants-Montjuïc,Tuesday,July,18,14,Afternoon,1,0,1,2
2017S001699    ,Sants-Montjuïc,Wednesday,March,1,17,Afternoon,1,0,1,2
2017S001355    ,Sants-Montjuïc,Saturday,February,18,8,Morning,1,0,1,2
2017S007976    ,Sants-Montjuïc,Wednesday,September,27,12,Morning,2,0,2,1
2017S001347    ,Sants-Montjuïc,Friday,February,17,18,Afternoon,0,0,0,2
2017S009940    ,Sants-Montjuïc,Wednesday,November,29,10,Morning,1,0,1,1
2017S007835    ,Sants-Montjuïc,Thursday,September,21,20,Afternoon,1,0,1,2
2017S010645    ,Sants-Montjuïc,Sunday,December,24,19,Afternoon,1,0,1,2
2017S001434    ,Sants-Montjuïc,Tuesday,February,21,8,Morning,1,0,1,2
2017S005769    ,Sants-Montjuïc,Monday,July,3,14,Afternoon,1,0,1,2
2017S008770    ,Sants-Montjuïc,Monday,October,23,17,Afternoon,2,0,2,2
2017S006712    ,Sants-Montjuïc,Thursday,August,3,2,Night,1,0,1,2
2017S007975    ,Sants-Montjuïc,Wednesday,September,27,12,Morning,1,0,1,2
2017S001993    ,Sants-Montjuïc,Saturday,March,11,15,Afternoon,1,0,1,2
2017S004152    ,Sants-Montjuïc,Wednesday,May,10,8,Morning,1,0,1,2
2017S005011    ,Sants-Montjuïc,Thursday,June,8,9,Morning,1,0,1,2
2017S004341    ,Sants-Montjuïc,Tuesday,May,16,12,Morning,1,0,1,2
2017S008726    ,Sants-Montjuïc,Sunday,October,22,7,Morning,2,0,2,2
2017S001225    ,Sants-Montjuïc,Tuesday,February,14,9,Morning,1,0,1,2
2017S001277    ,Sants-Montjuïc,Wednesday,February,15,14,Afternoon,1,0,1,2
2017S002067    ,Sants-Montjuïc,Tuesday,March,14,19,Afternoon,1,0,1,2
2017S010265    ,Sants-Montjuïc,Monday,December,11,23,Night,2,0,2,2
2017S002284    ,Sants-Montjuïc,Wednesday,March,22,9,Morning,1,0,1,2
2017S001800    ,Sants-Montjuïc,Saturday,March,4,20,Afternoon,1,0,1,2
2017S006582    ,Sants-Montjuïc,Friday,July,28,19,Afternoon,1,0,1,1
2017S008138    ,Sants-Montjuïc,Monday,October,2,23,Night,2,0,2,2
2017S003074    ,Sants-Montjuïc,Monday,April,3,18,Afternoon,1,0,1,2
2017S005337    ,Sants-Montjuïc,Sunday,June,18,17,Afternoon,1,0,1,2
2017S003854    ,Sants-Montjuïc,Monday,May,1,2,Night,1,0,1,1
2017S009795    ,Sants-Montjuïc,Friday,November,24,15,Afternoon,1,0,1,2
2017S006281    ,Sants-Montjuïc,Tuesday,July,18,16,Afternoon,1,0,1,2
2017S004783    ,Sants-Montjuïc,Wednesday,May,31,12,Morning,1,0,1,2
2017S008299    ,Sants-Montjuïc,Sunday,October,8,14,Afternoon,2,0,2,1
2017S008108    ,Les Corts,Monday,October,2,3,Night,1,0,1,2
2017S005777    ,Sants-Montjuïc,Monday,July,3,20,Afternoon,1,0,1,2
2017S002261    ,Les Corts,Tuesday,March,21,11,Morning,1,0,1,3
2017S000948    ,Les Corts,Friday,February,3,22,Night,1,0,1,2
2017S005469    ,Les Corts,Thursday,June,22,16,Afternoon,1,0,1,3
2017S006893    ,Sants-Montjuïc,Thursday,August,10,18,Afternoon,1,0,1,2
2017S004920    ,Sants-Montjuïc,Monday,June,5,1,Night,1,0,1,2
2017S009998    ,Sants-Montjuïc,Thursday,November,30,14,Afternoon,1,0,1,2
2017S007791    ,Sants-Montjuïc,Wednesday,September,20,15,Afternoon,1,0,1,1
2017S008651    ,Les Corts,Friday,October,20,7,Morning,1,0,1,2
2017S008674    ,Les Corts,Friday,October,20,17,Afternoon,2,0,2,3
2017S009410    ,Les Corts,Monday,November,13,13,Morning,1,0,1,2
2017S006971    ,Les Corts,Monday,August,14,12,Morning,1,0,1,2
2017S001716    ,Sants-Montjuïc,Thursday,March,2,10,Morning,1,0,1,2
2017S001707    ,Sants-Montjuïc,Thursday,March,2,7,Morning,1,0,1,2
2017S005164    ,Sants-Montjuïc,Tuesday,June,13,8,Morning,1,0,1,2
2017S004304    ,Sants-Montjuïc,Monday,May,15,6,Morning,1,0,1,1
2017S010622    ,Sants-Montjuïc,Saturday,December,23,18,Afternoon,1,0,1,1
2017S008352    ,Sants-Montjuïc,Tuesday,October,10,12,Morning,1,0,1,2
2017S000472    ,Sants-Montjuïc,Tuesday,January,17,18,Afternoon,1,0,1,3
2017S001703    ,Les Corts,Wednesday,March,1,19,Afternoon,0,0,0,1
2017S006553    ,Les Corts,Thursday,July,27,15,Afternoon,2,0,2,2
2017S008604    ,Les Corts,Wednesday,October,18,21,Afternoon,1,0,1,2
2017S000084    ,Les Corts,Wednesday,January,4,14,Afternoon,1,0,1,2
2017S008713    ,Les Corts,Saturday,October,21,17,Afternoon,1,0,1,2
2017S001216    ,Les Corts,Tuesday,February,14,8,Morning,1,0,1,2
2017S006705    ,Les Corts,Wednesday,August,2,21,Afternoon,1,0,1,2
2017S005165    ,Les Corts,Tuesday,June,13,8,Morning,1,0,1,2
2017S003173    ,Les Corts,Thursday,April,6,3,Night,1,0,1,2
2017S007821    ,Les Corts,Thursday,September,21,9,Morning,1,0,1,1
2017S007012    ,Les Corts,Wednesday,August,16,12,Morning,1,0,1,2
2017S000524    ,Les Corts,Friday,January,20,8,Morning,1,0,1,2
2017S010022    ,Les Corts,Friday,December,1,8,Morning,1,0,1,2
2017S002234    ,Les Corts,Monday,March,20,14,Afternoon,1,0,1,2
2017S000735    ,Les Corts,Friday,January,27,20,Afternoon,2,0,2,2
2017S001007    ,Les Corts,Tuesday,February,7,0,Night,2,0,2,2
2017S007816    ,Les Corts,Thursday,September,21,11,Morning,1,0,1,2
2017S003509    ,Les Corts,Wednesday,April,19,19,Afternoon,2,0,2,1
2017S007116    ,Les Corts,Tuesday,August,22,12,Morning,2,0,2,3
2017S001474    ,Les Corts,Wednesday,February,22,15,Afternoon,2,0,2,2
2017S010719    ,Les Corts,Wednesday,December,27,14,Afternoon,1,0,1,1
2017S010055    ,Les Corts,Friday,December,1,19,Afternoon,1,0,1,2
2017S010195    ,Les Corts,Thursday,December,7,15,Afternoon,1,0,1,3
2017S010404    ,Les Corts,Saturday,December,16,15,Afternoon,1,0,1,1
2017S000853    ,Les Corts,Wednesday,February,1,12,Morning,0,0,0,1
2017S004546    ,Les Corts,Tuesday,May,23,7,Morning,2,0,2,2
2017S002224    ,Les Corts,Friday,March,17,15,Afternoon,1,0,1,2
2017S006174    ,Les Corts,Saturday,July,15,14,Afternoon,1,0,1,3
2017S006797    ,Les Corts,Sunday,August,6,12,Morning,1,0,1,2
2017S007028    ,Les Corts,Wednesday,August,16,23,Night,1,0,1,2
2017S007478    ,Les Corts,Friday,September,8,12,Morning,1,0,1,2
2017S005828    ,Les Corts,Wednesday,July,5,1,Night,0,1,2,2
2017S005299    ,Les Corts,Saturday,June,17,0,Night,1,0,1,2
2017S009279    ,Les Corts,Thursday,November,9,20,Afternoon,1,0,1,2
2017S001585    ,Les Corts,Sunday,February,26,13,Morning,1,0,1,2
2017S000827    ,Les Corts,Tuesday,January,31,11,Morning,1,0,1,2
2017S008496    ,Les Corts,Monday,October,16,8,Morning,1,0,1,3
2017S000640    ,Les Corts,Friday,January,13,10,Morning,0,0,0,2
2017S005972    ,Les Corts,Sunday,July,9,18,Afternoon,1,0,1,2
2017S005748    ,Les Corts,Sunday,July,2,22,Night,1,0,1,2
2017S006473    ,Sarrià-Sant Gervasi,Monday,July,24,22,Night,6,0,6,2
2017S010768    ,Sarrià-Sant Gervasi,Saturday,December,30,17,Afternoon,1,0,1,2
2017S000295    ,Sarrià-Sant Gervasi,Tuesday,January,10,16,Afternoon,2,0,2,3
2017S001917    ,Les Corts,Wednesday,March,8,20,Afternoon,1,0,1,2
2017S000986    ,Les Corts,Monday,February,6,10,Morning,2,0,2,2
2017S001413    ,Les Corts,Monday,February,20,15,Afternoon,1,0,1,2
2017S008923    ,Les Corts,Saturday,October,28,12,Morning,2,0,2,2
2017S004622    ,Sarrià-Sant Gervasi,Thursday,May,25,17,Afternoon,1,0,1,2
2017S000337    ,Les Corts,Friday,January,13,14,Afternoon,1,0,1,2
2017S007537    ,Les Corts,Monday,September,11,20,Afternoon,4,0,4,2
2017S001262    ,Les Corts,Wednesday,February,15,9,Morning,1,0,1,2
2017S002318    ,Les Corts,Thursday,March,23,8,Morning,1,0,1,3
2017S001692    ,Les Corts,Wednesday,March,1,14,Afternoon,1,0,1,2
2017S009297    ,Les Corts,Friday,November,10,7,Morning,1,0,1,2
2017S008303    ,Les Corts,Sunday,October,8,17,Afternoon,1,0,1,2
2017S010168    ,Les Corts,Tuesday,December,5,17,Afternoon,1,0,1,2
2017S000262    ,Les Corts,Wednesday,January,11,16,Afternoon,1,0,1,2
2017S001525    ,Les Corts,Friday,February,24,7,Morning,1,0,1,3
2017S006243    ,Les Corts,Monday,July,17,14,Afternoon,0,1,1,2
2017S006143    ,Les Corts,Friday,July,14,15,Afternoon,1,0,1,1
2017S010693    ,Les Corts,Wednesday,December,27,13,Morning,1,0,1,2
2017S008216    ,Les Corts,Thursday,October,5,10,Morning,2,0,2,2
2017S008298    ,Les Corts,Sunday,October,8,11,Morning,1,0,1,2
2017S002004    ,Les Corts,Sunday,March,12,0,Night,1,0,1,2
2017S007640    ,Les Corts,Friday,September,15,14,Afternoon,2,0,2,2
2017S002485    ,Les Corts,Tuesday,March,28,17,Afternoon,0,0,0,2
2017S010002    ,Les Corts,Thursday,November,30,15,Afternoon,1,0,1,2
2017S007666    ,Les Corts,Saturday,September,16,12,Morning,1,0,1,2
2017S001633    ,Les Corts,Tuesday,February,28,8,Morning,3,0,3,3
2017S007146    ,Les Corts,Wednesday,August,23,23,Night,2,0,2,2
2017S007190    ,Les Corts,Saturday,August,26,18,Afternoon,2,0,2,2
2017S000431    ,Les Corts,Monday,January,16,18,Afternoon,1,0,1,2
2017S002501    ,Les Corts,Wednesday,March,29,6,Morning,1,0,1,2
2017S001671    ,Les Corts,Wednesday,March,1,7,Morning,1,0,1,2
2017S002337    ,Les Corts,Thursday,March,23,16,Afternoon,1,0,1,2
2017S008633    ,Les Corts,Thursday,October,19,15,Afternoon,1,0,1,2
2017S001843    ,Les Corts,Monday,March,6,16,Afternoon,1,0,1,2
2017S000025    ,Les Corts,Monday,January,2,7,Morning,1,0,1,2
2017S000835    ,Les Corts,Tuesday,January,31,8,Morning,1,0,1,2
2017S008735    ,Les Corts,Sunday,October,22,12,Morning,1,0,1,3
2017S004743    ,Les Corts,Tuesday,May,30,8,Morning,1,0,1,2
2017S008494    ,Les Corts,Monday,October,16,7,Morning,1,0,1,2
2017S009050    ,Les Corts,Thursday,November,2,15,Afternoon,1,0,1,2
2017S004234    ,Les Corts,Friday,May,12,16,Afternoon,1,0,1,2
2017S004747    ,Les Corts,Tuesday,May,30,10,Morning,2,0,2,2
2017S008250    ,Les Corts,Friday,October,6,14,Afternoon,1,0,1,2
2017S009807    ,Les Corts,Saturday,November,25,4,Night,2,0,2,1
2017S007124    ,Les Corts,Tuesday,August,22,13,Morning,1,0,1,2
2017S003659    ,Les Corts,Monday,April,24,20,Afternoon,1,0,1,1
2017S009396    ,Les Corts,Monday,November,13,9,Morning,1,0,1,2
2017S005083    ,Les Corts,Friday,June,9,18,Afternoon,0,1,1,2
2017S004457    ,Les Corts,Friday,May,19,21,Afternoon,1,0,1,1
2017S007299    ,Les Corts,Thursday,August,31,15,Afternoon,1,0,1,2
2017S009884    ,Sarrià-Sant Gervasi,Monday,November,27,18,Afternoon,1,0,1,3
2017S007871    ,Sarrià-Sant Gervasi,Friday,September,22,20,Afternoon,1,0,1,2
2017S010523    ,Sarrià-Sant Gervasi,Wednesday,December,20,8,Morning,2,0,2,2
2017S002570    ,Sarrià-Sant Gervasi,Friday,March,31,10,Morning,1,0,1,2
2017S001410    ,Sarrià-Sant Gervasi,Monday,February,20,15,Afternoon,1,0,1,2
2017S003296    ,Sarrià-Sant Gervasi,Monday,April,10,18,Afternoon,1,0,1,2
2017S003474    ,Sarrià-Sant Gervasi,Tuesday,April,18,19,Afternoon,1,0,1,2
2017S004188    ,Sarrià-Sant Gervasi,Thursday,May,11,13,Morning,1,0,1,3
2017S006209    ,Sarrià-Sant Gervasi,Sunday,July,16,23,Night,0,0,0,1
2017S005063    ,Sarrià-Sant Gervasi,Friday,June,9,16,Afternoon,1,0,1,2
2017S009922    ,Sarrià-Sant Gervasi,Tuesday,November,28,18,Afternoon,2,0,2,2
2017S001051    ,Sarrià-Sant Gervasi,Wednesday,February,8,14,Afternoon,1,0,1,1
2017S009206    ,Sarrià-Sant Gervasi,Tuesday,November,7,18,Afternoon,1,0,1,2
2017S010045    ,Sarrià-Sant Gervasi,Friday,December,1,17,Afternoon,1,0,1,2
2017S010500    ,Sarrià-Sant Gervasi,Tuesday,December,19,15,Afternoon,1,0,1,3
2017S009628    ,Sarrià-Sant Gervasi,Monday,November,20,9,Morning,1,0,1,1
2017S003728    ,Sarrià-Sant Gervasi,Wednesday,April,26,21,Afternoon,1,0,1,2
2017S009548    ,Sarrià-Sant Gervasi,Friday,November,17,11,Morning,1,0,1,2
2017S008398    ,Sarrià-Sant Gervasi,Wednesday,October,11,16,Afternoon,0,0,0,2
2017S009189    ,Sarrià-Sant Gervasi,Tuesday,November,7,12,Morning,1,0,1,2
2017S009576    ,Sarrià-Sant Gervasi,Saturday,November,18,0,Night,1,0,1,2
2017S004472    ,Sarrià-Sant Gervasi,Saturday,May,20,14,Afternoon,0,0,0,1
2017S001310    ,Sarrià-Sant Gervasi,Thursday,February,16,20,Afternoon,1,0,1,2
2017S005457    ,Sarrià-Sant Gervasi,Thursday,June,22,10,Morning,1,0,1,1
2017S008436    ,Sarrià-Sant Gervasi,Friday,October,13,12,Morning,1,0,1,2
2017S008132    ,Sarrià-Sant Gervasi,Monday,October,2,17,Afternoon,1,0,1,2
2017S004583    ,Sarrià-Sant Gervasi,Wednesday,May,24,9,Morning,1,0,1,1
2017S005730    ,Sarrià-Sant Gervasi,Saturday,July,1,17,Afternoon,1,0,1,2
2017S004834    ,Sarrià-Sant Gervasi,Thursday,June,1,17,Afternoon,0,0,0,3
2017S008585    ,Sarrià-Sant Gervasi,Wednesday,October,18,14,Afternoon,2,0,2,3
2017S002514    ,Sarrià-Sant Gervasi,Wednesday,March,29,15,Afternoon,2,0,2,2
2017S001033    ,Sarrià-Sant Gervasi,Tuesday,February,7,18,Afternoon,1,0,1,1
2017S007177    ,Sarrià-Sant Gervasi,Friday,August,25,18,Afternoon,1,0,1,2
2017S006674    ,Sarrià-Sant Gervasi,Tuesday,August,1,23,Night,2,0,2,2
2017S005556    ,Sarrià-Sant Gervasi,Monday,June,26,14,Afternoon,1,0,1,3
2017S000473    ,Sarrià-Sant Gervasi,Tuesday,January,17,21,Afternoon,1,0,1,1
2017S001199    ,Sarrià-Sant Gervasi,Monday,February,13,17,Afternoon,1,0,1,2
2017S002396    ,Sarrià-Sant Gervasi,Friday,March,24,23,Night,1,0,1,3
2017S001453    ,Sarrià-Sant Gervasi,Tuesday,February,21,16,Afternoon,1,0,1,2
2017S001123    ,Sarrià-Sant Gervasi,Friday,February,10,11,Morning,1,0,1,1
2017S002164    ,Sarrià-Sant Gervasi,Friday,March,17,18,Afternoon,1,0,1,2
2017S006283    ,Sarrià-Sant Gervasi,Tuesday,July,18,16,Afternoon,1,0,1,2
2017S009029    ,Sarrià-Sant Gervasi,Wednesday,November,1,13,Morning,1,0,1,2
2017S005274    ,Sarrià-Sant Gervasi,Friday,June,16,11,Morning,1,0,1,2
2017S001385    ,Sarrià-Sant Gervasi,Sunday,February,19,8,Morning,1,0,1,2
2017S009809    ,Sarrià-Sant Gervasi,Saturday,November,25,9,Morning,1,0,1,2
2017S000992    ,Sarrià-Sant Gervasi,Monday,February,6,13,Morning,1,0,1,2
2017S006455    ,Sarrià-Sant Gervasi,Monday,July,24,15,Afternoon,2,0,2,3
2017S007625    ,Sarrià-Sant Gervasi,Friday,September,15,2,Night,0,0,0,1
2017S003456    ,Sarrià-Sant Gervasi,Monday,April,10,11,Morning,0,0,0,2
2017S004133    ,Sarrià-Sant Gervasi,Tuesday,May,9,14,Afternoon,1,0,1,2
2017S008284    ,Sarrià-Sant Gervasi,Saturday,October,7,18,Afternoon,0,0,0,2
2017S008938    ,Sarrià-Sant Gervasi,Sunday,October,29,10,Morning,4,0,4,3
2017S008300    ,Sarrià-Sant Gervasi,Sunday,October,8,13,Morning,1,0,1,1
2017S000814    ,Sarrià-Sant Gervasi,Monday,January,30,21,Afternoon,1,0,1,2
2017S007219    ,Sarrià-Sant Gervasi,Monday,August,28,16,Afternoon,1,0,1,2
2017S001981    ,Sarrià-Sant Gervasi,Friday,March,10,21,Afternoon,2,0,2,2
2017S007221    ,Sarrià-Sant Gervasi,Monday,August,28,17,Afternoon,2,0,2,2
2017S002226    ,Sarrià-Sant Gervasi,Monday,March,20,9,Morning,1,0,1,2
2017S002398    ,Sarrià-Sant Gervasi,Friday,March,24,20,Afternoon,1,0,1,1
2017S007403    ,Sarrià-Sant Gervasi,Tuesday,September,5,13,Morning,1,0,1,2
2017S005061    ,Sarrià-Sant Gervasi,Friday,June,9,15,Afternoon,1,0,1,2
2017S002286    ,Sarrià-Sant Gervasi,Wednesday,March,22,11,Morning,1,0,1,3
2017S001543    ,Sarrià-Sant Gervasi,Friday,February,24,14,Afternoon,2,0,2,2
2017S010448    ,Sarrià-Sant Gervasi,Monday,December,18,14,Afternoon,1,0,1,2
2017S003942    ,Sarrià-Sant Gervasi,Thursday,May,4,10,Morning,1,0,1,2
2017S007258    ,Sarrià-Sant Gervasi,Wednesday,August,30,15,Afternoon,1,0,1,2
2017S006305    ,Sarrià-Sant Gervasi,Wednesday,July,19,14,Afternoon,1,0,1,2
2017S003398    ,Sarrià-Sant Gervasi,Friday,April,14,14,Afternoon,1,0,1,2
2017S000316    ,Sarrià-Sant Gervasi,Friday,January,13,11,Morning,1,0,1,2
2017S000615    ,Sarrià-Sant Gervasi,Monday,January,23,21,Afternoon,1,0,1,2
2017S001568    ,Sarrià-Sant Gervasi,Saturday,February,25,13,Morning,0,1,1,1
2017S006029    ,Sarrià-Sant Gervasi,Tuesday,July,11,17,Afternoon,1,0,1,2
2017S007498    ,Sarrià-Sant Gervasi,Thursday,August,31,8,Morning,1,0,1,1
2017S000902    ,Sarrià-Sant Gervasi,Thursday,February,2,14,Afternoon,1,0,1,2
2017S002187    ,Sarrià-Sant Gervasi,Saturday,March,18,12,Morning,2,0,2,4
2017S004740    ,Sarrià-Sant Gervasi,Monday,May,29,23,Night,1,0,1,2
2017S005020    ,Sarrià-Sant Gervasi,Thursday,June,8,16,Afternoon,1,0,1,2
2017S008086    ,Sarrià-Sant Gervasi,Sunday,October,1,7,Morning,1,0,1,2
2017S006509    ,Sarrià-Sant Gervasi,Wednesday,July,26,6,Morning,2,0,2,2
2017S004358    ,Sarrià-Sant Gervasi,Tuesday,May,16,18,Afternoon,0,0,0,3
2017S006166    ,Sarrià-Sant Gervasi,Saturday,July,15,6,Morning,1,0,1,1
2017S001913    ,Sarrià-Sant Gervasi,Wednesday,March,8,20,Afternoon,1,0,1,2
2017S005969    ,Sarrià-Sant Gervasi,Sunday,July,9,16,Afternoon,3,0,3,2
2017S005582    ,Sarrià-Sant Gervasi,Monday,June,26,21,Afternoon,1,0,1,1
2017S008391    ,Sarrià-Sant Gervasi,Wednesday,October,11,14,Afternoon,1,0,1,2
2017S008866    ,Sarrià-Sant Gervasi,Thursday,October,26,17,Afternoon,2,0,2,2
2017S004038    ,Sarrià-Sant Gervasi,Sunday,May,7,9,Morning,1,0,1,1
2017S002451    ,Sarrià-Sant Gervasi,Monday,March,27,14,Afternoon,1,0,1,2
2017S003975    ,Sarrià-Sant Gervasi,Friday,May,5,7,Morning,1,0,1,2
2017S005282    ,Sarrià-Sant Gervasi,Friday,June,16,15,Afternoon,2,0,2,2
2017S007593    ,Sarrià-Sant Gervasi,Wednesday,September,13,19,Afternoon,2,0,2,2
2017S005861    ,Sarrià-Sant Gervasi,Wednesday,July,5,16,Afternoon,3,0,3,3
2017S004271    ,Sarrià-Sant Gervasi,Saturday,May,13,21,Afternoon,1,0,1,2
2017S004269    ,Sarrià-Sant Gervasi,Saturday,May,13,21,Afternoon,1,0,1,2
2017S007391    ,Sarrià-Sant Gervasi,Monday,September,4,19,Afternoon,1,0,1,3
2017S001246    ,Sarrià-Sant Gervasi,Tuesday,February,14,18,Afternoon,1,0,1,2
2017S006074    ,Sarrià-Sant Gervasi,Wednesday,July,12,17,Afternoon,1,0,1,1
2017S001489    ,Sarrià-Sant Gervasi,Thursday,February,23,7,Morning,2,0,2,3
2017S001456    ,Sarrià-Sant Gervasi,Tuesday,February,21,19,Afternoon,1,0,1,2
2017S002022    ,Sarrià-Sant Gervasi,Saturday,March,11,20,Afternoon,1,0,1,2
2017S000747    ,Sarrià-Sant Gervasi,Saturday,January,28,13,Morning,2,0,2,3
2017S001249    ,Sarrià-Sant Gervasi,Tuesday,February,14,20,Afternoon,1,0,1,2
2017S006261    ,Sarrià-Sant Gervasi,Tuesday,July,18,10,Morning,0,0,0,1
2017S008976    ,Sarrià-Sant Gervasi,Monday,October,30,14,Afternoon,0,0,0,2
2017S005965    ,Sarrià-Sant Gervasi,Saturday,July,8,14,Afternoon,0,0,0,2
2017S009958    ,Sarrià-Sant Gervasi,Wednesday,November,29,17,Afternoon,1,0,1,2
2017S006217    ,Sarrià-Sant Gervasi,Monday,July,17,9,Morning,0,0,0,1
2017S010201    ,Sarrià-Sant Gervasi,Thursday,December,7,18,Afternoon,2,0,2,2
2017S002595    ,Sarrià-Sant Gervasi,Friday,March,31,19,Afternoon,0,1,1,2
2017S002028    ,Sarrià-Sant Gervasi,Monday,March,13,14,Afternoon,1,0,1,2
2017S010638    ,Sarrià-Sant Gervasi,Sunday,December,24,19,Afternoon,2,0,2,3
2017S007306    ,Sarrià-Sant Gervasi,Thursday,August,31,13,Morning,2,0,2,3
2017S004001    ,Sarrià-Sant Gervasi,Saturday,May,6,7,Morning,1,0,1,2
2017S003416    ,Sarrià-Sant Gervasi,Saturday,April,15,11,Morning,2,0,2,2
2017S005525    ,Sarrià-Sant Gervasi,Sunday,June,25,8,Morning,1,0,1,4
2017S006698    ,Sarrià-Sant Gervasi,Wednesday,August,2,16,Afternoon,2,0,2,2
2017S002178    ,Sarrià-Sant Gervasi,Friday,March,17,15,Afternoon,1,0,1,2
2017S002147    ,Sarrià-Sant Gervasi,Friday,March,17,7,Morning,1,0,1,2
2017S006040    ,Sarrià-Sant Gervasi,Tuesday,July,11,17,Afternoon,0,0,0,1
2017S000517    ,Gràcia,Thursday,January,19,18,Afternoon,1,0,1,2
2017S007187    ,Gràcia,Saturday,August,26,17,Afternoon,1,0,1,2
2017S004283    ,Gràcia,Sunday,May,14,4,Night,0,0,0,1
2017S010518    ,Gràcia,Wednesday,December,20,9,Morning,1,0,1,2
2017S010667    ,Gràcia,Tuesday,December,26,13,Morning,1,0,1,2
2017S009156    ,Sarrià-Sant Gervasi,Sunday,November,5,14,Afternoon,2,0,2,1
2017S007044    ,Gràcia,Thursday,August,17,19,Afternoon,1,0,1,2
2017S004968    ,Gràcia,Tuesday,June,6,18,Afternoon,1,0,1,1
2017S009878    ,Gràcia,Monday,November,27,14,Afternoon,1,0,1,1
2017S006088    ,Gràcia,Thursday,July,13,9,Morning,1,0,1,2
2017S009744    ,Gràcia,Thursday,November,23,16,Afternoon,1,1,2,1
2017S007494    ,Gràcia,Saturday,September,9,0,Night,1,0,1,2
2017S009169    ,Gràcia,Monday,November,6,15,Afternoon,1,0,1,2
2017S005682    ,Gràcia,Friday,June,30,1,Night,3,0,3,2
2017S001554    ,Gràcia,Friday,February,24,19,Afternoon,1,0,1,2
2017S001500    ,Gràcia,Thursday,February,23,14,Afternoon,1,0,1,2
2017S008292    ,Gràcia,Sunday,October,8,2,Night,0,0,0,7
2017S007140    ,Gràcia,Wednesday,August,23,14,Afternoon,1,0,1,2
2017S005632    ,Gràcia,Wednesday,June,28,15,Afternoon,1,0,1,2
2017S002127    ,Gràcia,Thursday,March,16,19,Afternoon,1,0,1,3
2017S003821    ,Gràcia,Saturday,April,29,19,Afternoon,1,0,1,2
2017S007810    ,Gràcia,Thursday,September,21,8,Morning,4,0,4,4
2017S006006    ,Gràcia,Monday,July,10,18,Afternoon,2,0,2,3
2017S006291    ,Gràcia,Tuesday,July,18,21,Afternoon,1,0,1,2
2017S000192    ,Gràcia,Monday,January,9,13,Morning,1,0,1,3
2017S004682    ,Gràcia,Friday,May,26,15,Afternoon,1,0,1,2
2017S005219    ,Gràcia,Wednesday,June,14,17,Afternoon,0,0,0,2
2017S006469    ,Gràcia,Monday,July,24,14,Afternoon,2,0,2,2
2017S000417    ,Gràcia,Monday,January,16,16,Afternoon,2,0,2,1
2017S005432    ,Gràcia,Wednesday,June,21,11,Morning,1,0,1,3
2017S002585    ,Gràcia,Friday,March,31,13,Morning,1,0,1,2
2017S001336    ,Gràcia,Friday,February,17,15,Afternoon,1,0,1,2
2017S007390    ,Gràcia,Monday,September,4,17,Afternoon,1,0,1,2
2017S005286    ,Gràcia,Friday,June,16,18,Afternoon,1,0,1,2
2017S008089    ,Gràcia,Sunday,October,1,9,Morning,1,0,1,2
2017S003266    ,Gràcia,Sunday,April,9,16,Afternoon,1,0,1,1
2017S006699    ,Gràcia,Wednesday,August,2,18,Afternoon,1,0,1,2
2017S004021    ,Gràcia,Saturday,May,6,13,Morning,1,0,1,1
2017S000649    ,Gràcia,Wednesday,January,18,13,Morning,1,0,1,1
2017S007301    ,Gràcia,Thursday,August,31,7,Morning,1,0,1,1
2017S003156    ,Gràcia,Wednesday,April,5,17,Afternoon,1,0,1,1
2017S003909    ,Gràcia,Wednesday,May,3,9,Morning,0,1,1,1
2017S003127    ,Gràcia,Tuesday,April,4,20,Afternoon,0,0,0,1
2017S006399    ,Gràcia,Friday,July,21,19,Afternoon,1,0,1,2
2017S007091    ,Gràcia,Sunday,August,20,14,Afternoon,2,0,2,4
2017S008306    ,Gràcia,Sunday,October,8,18,Afternoon,1,0,1,2
2017S010217    ,Gràcia,Saturday,December,9,15,Afternoon,2,0,2,2
2017S003019    ,Gràcia,Saturday,April,1,17,Afternoon,0,0,0,1
2017S004248    ,Gràcia,Saturday,May,13,0,Night,1,0,1,2
2017S001198    ,Gràcia,Monday,February,13,16,Afternoon,1,0,1,2
2017S001441    ,Gràcia,Tuesday,February,21,13,Morning,1,0,1,2
2017S009246    ,Gràcia,Wednesday,November,8,18,Afternoon,0,0,0,2
2017S006169    ,Gràcia,Saturday,July,15,9,Morning,1,0,1,1
2017S001243    ,Horta-Guinardó,Tuesday,February,14,20,Afternoon,1,0,1,2
2017S010165    ,Gràcia,Tuesday,December,5,19,Afternoon,1,0,1,3
2017S003613    ,Horta-Guinardó,Saturday,April,22,19,Afternoon,2,0,2,1
2017S000427    ,Horta-Guinardó,Monday,January,16,19,Afternoon,1,0,1,3
2017S005398    ,Gràcia,Tuesday,June,20,9,Morning,1,0,1,1
2017S007004    ,Gràcia,Tuesday,August,15,22,Night,2,0,2,2
2017S010464    ,Gràcia,Monday,December,18,17,Afternoon,1,0,1,1
2017S005135    ,Gràcia,Monday,June,12,9,Morning,3,0,3,3
